"Goal","Target","Indicator Ref","IndicatorId","Indicator Description","Series Code","Series Type","Series Description","Parent Country or Area Code","Country or Area Code","Country or Area Name","LDC","LLDC","SIDS","Frequency","Source type","Age group","Location","Sex","Value type","Unit","Unit multiplier","1987","FN","1988","FN","1989","FN","1990","FN","1991","FN","1992","FN","1993","FN","1994","FN","1995","FN","1996","FN","1997","FN","1998","FN","1999","FN","2000","FN","2001","FN","2002","FN","2003","FN","2004","FN","2005","FN","2006","FN","2007","FN","2008","FN","2009","FN","2010","FN","2011","FN","2012","FN","2013","FN","2014","FN","2015","FN","2016","FN"
"3","3.b","3.b.2","C030b02","Total net official development assistance to medical research and basic health sectors","DC_TOF_HLTHNT","SD","Total net official disbursements for medical research and basic heath sectors, by recipient","M49_ASI_EA","CHN","China","","","","Annual","Other","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Constant USD","Billions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","104.11","NA, 21, 214","9.43","NA, 22, 214","92.28","NA, 23, 214","66.15","NA, 24, 214","43.01","NA, 25, 214","51.25","NA, 26, 214","",""
"3","3.c","3.c.1","C030c01","Health worker density and distribution","SH_MED_DENTSTY","+","Health worker density of dentistry personnel per 1,000 population","M49_ASI_EA","CHN","China","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Per 1,000 population","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.04","C, 16, 109","","","","","","","","","","","","","","","","","","","","","",""
"3","3.c","3.c.1","C030c01","Health worker density and distribution","SH_MED_NSRMWY","+","Health worker density of nursing and midwifery personnel per 1,000 population","M49_ASI_EA","CHN","China","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Per 1,000 population","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","0.99","C, 11, 109","","","0.97","C, 13, 109","0.98","C, 14, 109","1.00","C, 15, 109","1.03","C, 16, 109","1.08","C, 17, 109","1.18","C, 18, 109","1.26","C, 19, 109","1.38","C, 20, 109","1.52","C, 21, 109","1.66","C, 22, 109","","","","","","","","","",""
"3","3.c","3.c.1","C030c01","Health worker density and distribution","SH_MED_PHARMA","+","Health worker density of pharmaceutrical personnel per 1,000 population","M49_ASI_EA","CHN","China","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Per 1,000 population","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","0.32","C, 11, 109","","","0.28","C, 13, 109","","","0.27","C, 15, 109","0.27","C, 16, 109","0.27","C, 17, 109","0.25","C, 18, 109","0.25","C, 19, 109","0.26","C, 20, 109","0.26","C, 21, 109","0.27","C, 22, 109","","","","","","","","","",""
"3","3.c","3.c.1","C030c01","Health worker density and distribution","SH_MED_PHYSNS","+","Health worker density of physicians per 1,000 population","M49_ASI_EA","CHN","China","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Per 1,000 population","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","1.26","C, 11, 109","","","1.13","C, 13, 109","","","","","","","","","","","","","1.42","C, 20, 109","1.46","C, 21, 109","1.49","C, 22, 109","","","","","","","","","",""
"3","3.d","3.d.1","C030d01","International Health Regulations (IHR) capacity and health emergency preparedness","SH_IHR_CAPPRD","SD","International Health Regulations (IHR) core capacity index","M49_ASI_EA","CHN","China","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Index","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.50","NA, 27"
"4","4.b","4.b.1","C040b01","Volume of official development assistance flows for scholarships by sector and type of study","DC_TOF_SCHIPSL","SD","Total official flows for scholarships, by recipient","M49_ASI_EA","CHN","China","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Constant USD","Billions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.53","NA, 17, 209","12.79","NA, 18, 209","29.82","NA, 19, 209","208.98","NA, 20, 209","243.52","NA, 21, 209","257.65","NA, 22, 209","94.95","NA, 23, 209","30.43","NA, 24, 209","28.39","NA, 25, 209","17.72","NA, 26, 209","",""
"5","5.4","5.4.1","C050401","Proportion of time spent on unpaid domestic and care work, by sex, age and location","SL_DOM_TSPD","SD","Proportion of time spent on unpaid domestic and care work","M49_ASI_EA","CHN","China","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Female","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.25","CA, 19, 110, 215","","","","","","","","","","","","","","","",""
"5","5.4","5.4.1","C050401","Proportion of time spent on unpaid domestic and care work, by sex, age and location","SL_DOM_TSPD","SD","Proportion of time spent on unpaid domestic and care work","M49_ASI_EA","CHN","China","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Male","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.32","CA, 19, 110, 215","","","","","","","","","","","","","","","",""
"5","5.4","5.4.1","C050401","Proportion of time spent on unpaid domestic and care work, by sex, age and location","SL_DOM_TSPDCW","SD","Proportion of time spent on unpaid care work","M49_ASI_EA","CHN","China","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Male","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.90","CA, 19, 110, 215","","","","","","","","","","","","","","","",""
"5","5.4","5.4.1","C050401","Proportion of time spent on unpaid domestic and care work, by sex, age and location","SL_DOM_TSPDCW","SD","Proportion of time spent on unpaid care work","M49_ASI_EA","CHN","China","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Female","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.29","CA, 19, 110, 215","","","","","","","","","","","","","","","",""
"5","5.4","5.4.1","C050401","Proportion of time spent on unpaid domestic and care work, by sex, age and location","SL_DOM_TSPDDC","SD","Proportion of time spent on unpaid domestic chores","M49_ASI_EA","CHN","China","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Female","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.96","CA, 19, 110, 215","","","","","","","","","","","","","","","",""
"5","5.4","5.4.1","C050401","Proportion of time spent on unpaid domestic and care work, by sex, age and location","SL_DOM_TSPDDC","SD","Proportion of time spent on unpaid domestic chores","M49_ASI_EA","CHN","China","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Male","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.42","CA, 19, 110, 215","","","","","","","","","","","","","","","",""
"5","5.5","5.5.1","C050501","Proportion of seats held by women in (a) national parliaments and (b) local governments","SG_GEN_PARL","SD","Proportion of seats held by women in national parliaments","M49_ASI_EA","CHN","China","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Female","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","21.82","C, 11, 111, 216","21.78","C, 12, 111, 216","21.78","C, 13, 111, 216","21.78","C, 14, 111, 216","20.23","C, 15, 111, 216","20.23","C, 16, 111, 216","20.27","C, 17, 111, 216","20.27","C, 18, 111, 216","20.62","C, 19, 111, 216","21.33","C, 20, 111, 216","21.33","C, 21, 111, 216","21.33","C, 22, 111, 216","21.32","C, 23, 111, 216","21.32","C, 24, 111, 216","23.40","C, 25, 111, 216","23.62","C, 26, 111, 216","23.62","C, 27, 111, 216"
"5","5.5","5.5.1","C050501","Proportion of seats held by women in (a) national parliaments and (b) local governments","SG_GEN_PARLN","SD","Number of seats held by women in national parliaments","M49_ASI_EA","CHN","China","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Female","","Number","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","650.00","C, 11, 111, 216","650.00","C, 12, 111, 216","650.00","C, 13, 111, 216","650.00","C, 14, 111, 216","604.00","C, 15, 111, 216","604.00","C, 16, 111, 216","604.00","C, 17, 111, 216","604.00","C, 18, 111, 216","611.00","C, 19, 111, 216","637.00","C, 20, 111, 216","637.00","C, 21, 111, 216","637.00","C, 22, 111, 216","635.00","C, 23, 111, 216","635.00","C, 24, 111, 216","699.00","C, 25, 111, 216","699.00","C, 26, 111, 216","699.00","C, 27, 111, 216"
"5","5.5","5.5.1","C050501","Proportion of seats held by women in (a) national parliaments and (b) local governments","SG_GEN_PARLNT","SD","Number of seats in national parliaments","M49_ASI_EA","CHN","China","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Number","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","2,979.00","C, 11, 111, 216","2,984.00","C, 12, 111, 216","2,984.00","C, 13, 111, 216","2,984.00","C, 14, 111, 216","2,985.00","C, 15, 111, 216","2,985.00","C, 16, 111, 216","2,980.00","C, 17, 111, 216","2,980.00","C, 18, 111, 216","2,963.00","C, 19, 111, 216","2,987.00","C, 20, 111, 216","2,987.00","C, 21, 111, 216","2,987.00","C, 22, 111, 216","2,978.00","C, 23, 111, 216","2,978.00","C, 24, 111, 216","2,987.00","C, 25, 111, 216","2,959.00","C, 26, 111, 216","2,959.00","C, 27, 111, 216"
"5","5.5","5.5.2","C050502","Proportion of women in managerial positions","IC_GEN_MGTL","SD","Proportion of women in managerial positions","M49_ASI_EA","CHN","China","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Female","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.80","C, 16, 112, 217","","","","","","","","","","","","","","","","","","","","","",""
"6","6.1","6.1.1","C060101","Proportion of population using safely managed drinking water services","SH_H2O_SAFE","SD","Proportion of population using safely managed drinking water services","M49_ASI_EA","CHN","China","","","","Annual","Other","All age ranges or no breakdown by age","Urban","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","93.95","E, 11, 113","93.95","E, 12, 113","93.76","E, 13, 113","93.57","E, 14, 113","93.38","E, 15, 113","93.19","E, 16, 113","93.00","E, 17, 113","92.81","E, 18, 113","92.62","E, 19, 113","92.43","E, 20, 113","92.24","E, 21, 113","92.05","E, 22, 113","91.86","E, 23, 113","91.67","E, 24, 113","91.48","E, 25, 113","91.29","E, 26, 113","",""
"6","6.2","6.2.1","C060201","Proportion of population using safely managed sanitation services, including a hand-washing facility with soap and water","SH_SAN_DEFECT","+","Proportion of population practicing open defecation","M49_ASI_EA","CHN","China","","","","Annual","Other","All age ranges or no breakdown by age","Rural","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","3.71","E, 11, 113","3.71","E, 12, 113","3.63","E, 13, 113","3.56","E, 14, 113","3.48","E, 15, 113","3.40","E, 16, 113","3.33","E, 17, 113","3.25","E, 18, 113","3.18","E, 19, 113","3.10","E, 20, 113","3.02","E, 21, 113","2.95","E, 22, 113","2.87","E, 23, 113","2.79","E, 24, 113","2.72","E, 25, 113","2.64","E, 26, 113","",""
"6","6.2","6.2.1","C060201","Proportion of population using safely managed sanitation services, including a hand-washing facility with soap and water","SH_SAN_DEFECT","+","Proportion of population practicing open defecation","M49_ASI_EA","CHN","China","","","","Annual","Other","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","2.38","E, 11, 113","2.33","E, 12, 113","2.47","E, 13, 113","2.38","E, 14, 113","2.30","E, 15, 113","2.21","E, 16, 113","2.13","E, 17, 113","2.05","E, 18, 113","1.98","E, 19, 113","1.90","E, 20, 113","1.83","E, 21, 113","1.76","E, 22, 113","1.69","E, 23, 113","1.63","E, 24, 113","1.57","E, 25, 113","1.51","E, 26, 113","",""
"6","6.2","6.2.1","C060201","Proportion of population using safely managed sanitation services, including a hand-washing facility with soap and water","SH_SAN_DEFECT","+","Proportion of population practicing open defecation","M49_ASI_EA","CHN","China","","","","Annual","Other","All age ranges or no breakdown by age","Urban","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.60","E, 13, 113","0.60","E, 14, 113","0.60","E, 15, 113","0.60","E, 16, 113","0.60","E, 17, 113","0.60","E, 18, 113","0.60","E, 19, 113","0.60","E, 20, 113","0.60","E, 21, 113","0.60","E, 22, 113","0.60","E, 23, 113","0.60","E, 24, 113","0.60","E, 25, 113","0.60","E, 26, 113","",""
"6","6.2","6.2.1","C060201","Proportion of population using safely managed sanitation services, including a hand-washing facility with soap and water","SH_SAN_SAFE","SD","Proportion of population using safely managed sanitation services","M49_ASI_EA","CHN","China","","","","Annual","Other","All age ranges or no breakdown by age","Urban","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","26.10","E, 11, 113","26.60","E, 12, 113","27.10","E, 13, 113","30.78","E, 14, 113","34.46","E, 15, 113","38.15","E, 16, 113","41.83","E, 17, 113","45.41","E, 18, 113","48.97","E, 19, 113","52.52","E, 20, 113","56.05","E, 21, 113","59.56","E, 22, 113","63.05","E, 23, 113","66.53","E, 24, 113","69.99","E, 25, 113","73.43","E, 26, 113","",""
